Station,Date,NO2_Mean,Traffic_Count,Temp,Precip,Wind_Gust,Wind_Dir
Sault Ste. Marie,2022-03-15,7.016666666666666,29,-4.2,0.0,40.239996229877114,251.56940232241809
Sault Ste. Marie,2022-03-16,4.770833333333333,52,2.0,0.0,39.4819316616478,236.093066671137
Sault Ste. Marie,2022-03-17,7.016666666666667,54,1.8,0.0,33.0,310.0
Sault Ste. Marie,2022-03-18,6.4624999999999995,46,1.3,0.0,39.35579581156867,247.98739889342596
Sault Ste. Marie,2022-03-19,2.704166666666667,55,1.5,8.1,42.942751024299056,214.00725184536304
Sault Ste. Marie,2022-03-20,4.7250000000000005,50,1.1,0.0,39.646717332125455,235.71598681362053
Sault Ste. Marie,2022-03-21,8.479166666666666,32,-1.8,0.0,39.60324649750591,262.03170281158594
Sault Ste. Marie,2022-03-22,2.2875,39,-0.7,0.0,50.0,130.0
Sault Ste. Marie,2022-03-23,1.3541666666666667,50,1.4,8.7,61.0,130.0
Sault Ste. Marie,2022-03-24,3.795833333333334,52,0.9,1.5,40.38692103263857,227.76395852353156
Sault Ste. Marie,2022-03-25,3.7708333333333335,55,2.1,0.0,39.61159606119492,229.043215426681
Sault Ste. Marie,2022-03-26,1.4833333333333334,60,-4.7,0.7,53.0,300.0
Sault Ste. Marie,2022-03-27,1.9166666666666667,41,-11.6,0.4,48.0,320.0
Sault Ste. Marie,2022-03-28,3.904166666666667,32,-10.7,0.0,37.0,310.0
Sault Ste. Marie,2022-03-29,6.8875,0,-7.6,0.0,32.0,100.0
Sault Ste. Marie,2022-03-30,2.5041666666666664,33,-1.2,10.4,52.0,110.0
Sault Ste. Marie,2022-03-31,2.579166666666667,72,-0.6,18.4,50.0,340.0
Sault Ste. Marie,2022-04-01,4.4624999999999995,43,-4.8,0.1,36.0,290.0
Sault Ste. Marie,2022-04-02,4.208333333333333,37,-3.8,3.4,41.871332026610645,228.64095807468038
Sault Ste. Marie,2022-04-03,3.358333333333333,52,0.6,0.2,40.011494307356614,225.85866824222418
Sault Ste. Marie,2022-04-04,4.183333333333334,34,1.5,0.8,41.0,120.0
Sault Ste. Marie,2022-04-05,3.068421052631579,38,2.7,0.8,32.0,110.0
Sault Ste. Marie,2022-04-06,3.0374999999999996,43,3.5,28.3,61.0,100.0
Sault Ste. Marie,2022-04-07,4.791666666666667,56,3.5,0.0,39.2154679978402,236.32954328883034
Sault Ste. Marie,2022-04-08,5.545833333333334,55,-0.6,2.8,37.0,320.0
Sault Ste. Marie,2022-04-09,2.1875,63,-1.3,0.0,34.0,300.0
Sault Ste. Marie,2022-04-10,4.2625,60,4.3,0.0,39.152895988939264,232.64356323475465
Sault Ste. Marie,2022-04-11,3.8708333333333336,44,4.3,2.0,48.0,120.0
Sault Ste. Marie,2022-04-12,7.875,15,4.6,9.9,31.0,60.0
Sault Ste. Marie,2022-04-13,1.3666666666666665,51,5.4,13.8,49.0,90.0
Sault Ste. Marie,2022-04-14,2.545833333333333,66,3.0,12.5,52.0,240.0
Sault Ste. Marie,2022-04-15,2.3416666666666663,53,-0.7,1.5,39.0,230.0
Sault Ste. Marie,2022-04-16,3.1333333333333333,63,-1.6,0.1,41.0,320.0
Sault Ste. Marie,2022-04-17,2.704166666666667,54,0.6,0.0,40.032031665060956,221.42753060748478
Sault Ste. Marie,2022-04-18,2.545833333333333,53,0.1,2.9,41.24183185844242,217.60466809451452
Sault Ste. Marie,2022-04-19,2.0708333333333333,72,1.2,0.4,43.0,300.0
Sault Ste. Marie,2022-04-20,2.773913043478261,44,2.1,5.2,49.0,130.0
Sault Ste. Marie,2022-04-21,3.5375,70,3.3,6.9,44.0,290.0
Sault Ste. Marie,2022-04-22,3.766666666666667,40,4.9,0.0,35.0,100.0
Sault Ste. Marie,2022-04-23,1.4208333333333332,54,4.8,12.8,54.0,110.0
Sault Ste. Marie,2022-04-24,2.379166666666667,61,9.0,0.7,45.0,110.0
Sault Ste. Marie,2022-04-25,6.491666666666667,53,4.1,0.5,39.04925777873045,247.89886770690075
Sault Ste. Marie,2022-04-26,2.225,149,-2.4,0.2,39.0,300.0
Sault Ste. Marie,2022-04-27,2.4708333333333337,108,-2.6,0.0,40.0,310.0
Sault Ste. Marie,2022-04-28,8.254166666666668,82,2.8,0.0,39.22219166623885,283.83181078281586
Sault Ste. Marie,2022-04-29,2.329166666666667,108,5.0,0.0,36.0,130.0
Sault Ste. Marie,2022-04-30,1.25,88,7.2,0.0,46.0,100.0
Sault Ste. Marie,2022-05-01,1.6125,58,8.0,3.7,48.0,80.0
Sault Ste. Marie,2022-05-02,3.1875,100,5.9,1.2,39.84226168560542,245.0368367657785
Sault Ste. Marie,2022-05-03,7.4875,130,4.7,0.1,39.47791892773071,304.2006201142576
Sault Ste. Marie,2022-05-04,3.525,109,4.5,0.0,32.0,320.0
Sault Ste. Marie,2022-05-05,8.304166666666667,113,9.0,0.0,38.280835833199305,293.6398074936036
Sault Ste. Marie,2022-05-06,1.5708333333333335,97,9.8,0.0,37.0,120.0
Sault Ste. Marie,2022-05-07,1.6291666666666667,103,9.9,0.0,38.77716062263757,227.31209185292255
Sault Ste. Marie,2022-05-08,1.4666666666666666,83,9.3,0.0,41.0,130.0
Sault Ste. Marie,2022-05-09,1.9416666666666664,119,14.1,0.0,67.0,140.0
Sault Ste. Marie,2022-05-10,2.6291666666666664,105,17.5,0.0,40.0,100.0
Sault Ste. Marie,2022-05-11,3.15,111,17.6,0.2,37.18226802461719,232.7587173932771
Sault Ste. Marie,2022-05-12,3.3791666666666664,130,19.4,4.9,39.0,250.0
Sault Ste. Marie,2022-05-13,2.641666666666667,157,22.3,0.0,45.0,120.0
Sault Ste. Marie,2022-05-14,5.258333333333333,95,16.4,2.1,37.72298220994014,241.14531343314164
Sault Ste. Marie,2022-05-15,3.2916666666666665,59,13.9,0.0,36.0,320.0
Sault Ste. Marie,2022-05-16,3.0416666666666665,129,9.0,0.0,43.0,340.0
Sault Ste. Marie,2022-05-17,3.016666666666667,114,5.2,0.0,40.0,300.0
Sault Ste. Marie,2022-05-18,6.4624999999999995,123,8.7,0.0,38.664247002526174,284.126936310386
Sault Ste. Marie,2022-05-19,4.05,130,11.6,4.6,40.18709051217527,259.1658572586484
Sault Ste. Marie,2022-05-20,4.004166666666667,116,10.1,21.1,32.0,230.0
Sault Ste. Marie,2022-05-21,2.7291666666666665,109,6.4,0.0,35.0,300.0
Sault Ste. Marie,2022-05-22,2.0666666666666664,124,6.5,1.7,34.0,310.0
Sault Ste. Marie,2022-05-23,3.9958333333333336,139,6.6,0.0,39.566545161557556,276.6033320573574
Sault Ste. Marie,2022-05-24,2.8208333333333333,154,9.9,0.0,39.18943736215739,270.2345251596767
Sault Ste. Marie,2022-05-25,1.8708333333333336,170,10.8,13.1,36.0,100.0
Sault Ste. Marie,2022-05-26,3.1958333333333333,140,10.3,12.9,33.0,100.0
Sault Ste. Marie,2022-05-27,2.8958333333333335,176,9.6,0.0,34.0,310.0
Sault Ste. Marie,2022-05-28,6.099999999999999,78,12.8,0.0,37.387538540901424,245.9836189953546
Sault Ste. Marie,2022-05-29,1.8458333333333332,119,17.2,0.0,36.0,130.0
Sault Ste. Marie,2022-05-30,2.391666666666667,137,20.6,0.0,36.0,220.0
Sault Ste. Marie,2022-05-31,2.525,143,21.4,0.9,44.0,200.0
Sault Ste. Marie,2022-06-01,1.7833333333333332,115,9.9,0.0,42.0,330.0
Sault Ste. Marie,2022-06-02,6.291666666666667,118,13.9,0.0,37.570017369651204,271.1181630303006
Sault Ste. Marie,2022-06-03,3.1375000000000006,157,10.8,1.4,43.0,310.0
Sault Ste. Marie,2022-06-04,4.229166666666667,122,10.2,0.0,34.0,210.0
Sault Ste. Marie,2022-06-05,1.7041666666666668,97,13.9,0.0,37.88231821759338,217.42641565267658
Sault Ste. Marie,2022-06-06,1.8541666666666667,173,11.3,11.1,43.44157942374233,262.08358301542864
Sault Ste. Marie,2022-06-07,4.133333333333334,129,12.165921376219273,2.2020332163685836,39.13408551630387,260.07064377205313
Sault Ste. Marie,2022-06-08,5.683333333333334,127,13.6,0.0,37.80048598114993,271.98914981241853
Sault Ste. Marie,2022-06-09,3.304166666666667,137,12.2,0.0,34.0,300.0
Sault Ste. Marie,2022-06-10,5.662499999999999,162,13.1,0.0,38.2755526499595,294.3747313692621
Sault Ste. Marie,2022-06-11,1.6333333333333335,92,13.3,4.5,39.66894924407008,210.74085596831816
Sault Ste. Marie,2022-06-12,1.9458333333333335,78,9.7,0.0,38.51142980777096,214.6047843061605
Sault Ste. Marie,2022-06-13,2.720833333333333,136,12.8,0.0,38.41184371435394,253.07766860316175
Sault Ste. Marie,2022-06-14,1.2833333333333334,146,17.9,0.0,40.0,130.0
Sault Ste. Marie,2022-06-15,2.091666666666667,168,21.6,11.5,41.0,130.0
Sault Ste. Marie,2022-06-16,2.741666666666667,125,18.6,3.9,45.0,240.0
Sault Ste. Marie,2022-06-17,1.7208333333333332,141,11.5,0.0,39.0,300.0
Sault Ste. Marie,2022-06-18,1.1125,87,11.0,0.0,35.0,320.0
Sault Ste. Marie,2022-06-19,1.4208333333333334,110,11.5,4.0,35.0,90.0
Sault Ste. Marie,2022-06-20,1.8541666666666667,111,15.6,16.1,31.0,110.0
Sault Ste. Marie,2022-06-21,4.795833333333333,149,21.3,0.0,36.56136267030366,265.147747053611
Sault Ste. Marie,2022-06-22,2.0083333333333333,125,14.7,0.0,35.0,350.0
Sault Ste. Marie,2022-06-23,5.583333333333333,131,17.1,0.0,37.136740830449156,267.7411299795879
Sault Ste. Marie,2022-06-24,2.845833333333333,163,22.2,0.0,32.0,30.0
Sault Ste. Marie,2022-06-25,2.766666666666667,107,23.1,0.0,35.975440341951604,217.5467263303747
Sault Ste. Marie,2022-06-26,1.4875,113,17.0,0.0,42.0,340.0
Sault Ste. Marie,2022-06-27,1.9478260869565216,119,10.3,0.4,39.0,320.0
Sault Ste. Marie,2022-06-28,3.016666666666667,144,13.6,5.3,33.0,210.0
Sault Ste. Marie,2022-06-29,3.858333333333333,126,14.0,0.0,37.92326250595983,254.69225232197022
Sault Ste. Marie,2022-06-30,3.1208333333333336,208,18.1,13.3,47.0,260.0
Sault Ste. Marie,2022-07-01,2.1333333333333333,114,16.0,0.0,33.0,310.0
Sault Ste. Marie,2022-07-02,1.675,138,13.1,0.0,33.0,340.0
Sault Ste. Marie,2022-07-03,3.3041666666666667,163,14.4,0.0,38.3052942158747,272.5745683108148
Sault Ste. Marie,2022-07-04,1.7625,188,16.5,3.0,39.46376075704701,268.6657114377166
Sault Ste. Marie,2022-07-05,2.3208333333333333,213,16.3,0.0,38.56293823319721,291.9710322437468
Sault Ste. Marie,2022-07-06,1.7208333333333332,128,15.2,0.0,37.951030145969945,235.20646943603376
Sault Ste. Marie,2022-07-07,2.4375,143,15.8,0.0,37.89757308233509,249.5431170312608
Sault Ste. Marie,2022-07-08,1.2416666666666667,32,15.5,0.0,36.904485873202006,169.33533409527962
Sault Ste. Marie,2022-07-09,2.775,134,16.2,0.0,37.682170826284555,246.341522627159
Sault Ste. Marie,2022-07-10,2.066666666666667,124,17.6,0.0,33.0,240.0
Sault Ste. Marie,2022-07-11,2.7708333333333335,138,19.1,0.0,37.133890805776595,244.15598654583945
Sault Ste. Marie,2022-07-12,1.8833333333333335,74,14.6,0.0,34.0,320.0
Sault Ste. Marie,2022-07-13,1.4208333333333334,131,17.1,0.0,37.62149516039961,230.85005302224062
Sault Ste. Marie,2022-07-14,2.1333333333333333,136,15.5,0.0,37.91969584107153,242.9548282313276
Sault Ste. Marie,2022-07-15,2.058333333333333,132,15.8,0.0,37.82745190790135,239.47163144821928
Sault Ste. Marie,2022-07-16,2.9291666666666667,106,18.1,0.0,36.972122219251595,226.77044623680996
Sault Ste. Marie,2022-07-17,2.0291666666666663,120,22.0,0.0,36.432131382465734,221.3772458363568
Sault Ste. Marie,2022-07-18,2.5916666666666663,116,22.8,0.0,36.15110459581986,222.0033894800267
Sault Ste. Marie,2022-07-19,5.691666666666667,160,20.9,0.2,36.72866773344296,280.2560246942595
Sault Ste. Marie,2022-07-20,3.391666666666667,139,20.6,10.2,32.0,290.0
Sault Ste. Marie,2022-07-21,2.3041666666666667,136,17.7,3.6,32.0,300.0
Sault Ste. Marie,2022-07-22,5.249999999999999,153,19.9,1.3,37.332982519846766,272.9495804882512
Sault Ste. Marie,2022-07-23,2.9333333333333336,97,21.6,0.2,36.22851322210572,214.8337005129937
Sault Ste. Marie,2022-07-24,1.3166666666666667,102,17.5,5.2,40.0,330.0
Sault Ste. Marie,2022-07-25,1.9625000000000001,117,14.2,0.6,35.0,330.0
Sault Ste. Marie,2022-07-26,2.6750000000000003,130,17.0,0.0,37.490215318066674,241.79601557994124
Sault Ste. Marie,2022-07-27,2.795833333333333,125,17.5,36.7,39.0,160.0
Sault Ste. Marie,2022-07-28,1.8636363636363635,137,16.4,1.3,36.0,310.0
Sault Ste. Marie,2022-07-29,1.5250000000000001,171,15.9,0.1,38.32822711245547,259.2256957144528
Sault Ste. Marie,2022-07-30,2.845833333333333,115,19.8,0.4,36.88569623706975,228.7498928511422
Sault Ste. Marie,2022-07-31,1.6791666666666665,95,21.1,0.0,36.38533035498206,203.79868510955475
Sault Ste. Marie,2022-08-01,2.154166666666667,103,16.9,6.1,37.0,270.0
Sault Ste. Marie,2022-08-02,1.2125000000000001,113,18.7,2.7,38.15833585608141,213.13710886277204
Sault Ste. Marie,2022-08-03,2.504166666666667,141,21.4,4.8,42.0,230.0
Sault Ste. Marie,2022-08-04,1.6666666666666667,127,16.8,0.4,37.76675807753998,230.86064827344032
Sault Ste. Marie,2022-08-05,1.1500000000000001,115,19.1,0.2,37.15373558811005,215.23718281542645
Sault Ste. Marie,2022-08-06,2.5833333333333335,126,22.5,4.9,32.0,270.0
Sault Ste. Marie,2022-08-07,1.1375,96,16.9,13.6,42.498152460280515,195.5804630234739
Sault Ste. Marie,2022-08-08,1.1166666666666665,140,16.1,7.5,33.0,320.0
Sault Ste. Marie,2022-08-09,3.1833333333333336,114,18.2,0.2,37.080270640292134,233.51527740286403
Sault Ste. Marie,2022-08-10,2.1374999999999997,94,18.1,0.3,37.05414514613358,212.20531933480865
Sault Ste. Marie,2022-08-11,2.4416666666666664,106,14.5,0.2,32.0,320.0
Sault Ste. Marie,2022-08-12,4.112500000000001,127,15.9,0.2,37.58638844167175,253.97195536987977
Sault Ste. Marie,2022-08-13,1.991666666666667,92,16.9,0.0,37.1820607298929,211.93276678064478
Sault Ste. Marie,2022-08-14,1.4000000000000001,89,17.4,0.3,37.231163359661245,203.76057843452293
Sault Ste. Marie,2022-08-15,1.6583333333333332,106,18.6,0.8,37.32409637550568,214.13475729387207
Sault Ste. Marie,2022-08-16,1.4208333333333334,34,18.1,0.0,36.37818045156151,168.20741250513976
Sault Ste. Marie,2022-08-17,2.5208333333333335,168,19.2,0.0,37.46255885557218,260.5689312349125
Sault Ste. Marie,2022-08-18,2.3833333333333333,134,18.8,4.3,31.0,240.0
Sault Ste. Marie,2022-08-19,2.279166666666667,153,21.0,0.7,37.22988272472251,245.559401711463
Sault Ste. Marie,2022-08-20,2.370833333333333,128,21.7,4.2,33.0,260.0
Sault Ste. Marie,2022-08-21,1.2249999999999999,104,19.0,0.0,34.0,320.0
Sault Ste. Marie,2022-08-22,2.0875,114,17.8,0.2,37.29191266214273,224.58888810658829
Sault Ste. Marie,2022-08-23,2.4875000000000003,106,17.9,0.2,37.14149855257778,223.07360747958194
Sault Ste. Marie,2022-08-24,1.5166666666666668,128,18.6,0.7,37.53623910119859,226.6856793276022
Sault Ste. Marie,2022-08-25,1.4458333333333335,124,16.4,10.7,41.75885628675574,219.0174210937908
Sault Ste. Marie,2022-08-26,2.5958333333333337,129,16.4,0.3,37.72257276871935,241.02384381835216
Sault Ste. Marie,2022-08-27,1.4958333333333333,47,19.1,0.0,31.0,200.0
Sault Ste. Marie,2022-08-28,1.6666666666666667,84,22.5,18.2,42.907036689936646,179.3944252426661
Sault Ste. Marie,2022-08-29,3.0416666666666665,121,12.834846765759552,2.432012853276019,39.13066637571688,244.3375814369462
Sault Ste. Marie,2022-08-30,3.858333333333333,138,18.1,0.3,43.0,320.0
Sault Ste. Marie,2022-08-31,2.9125,91,13.9,0.3,50.0,320.0
Sault Ste. Marie,2022-09-01,2.2958333333333334,124,15.7,0.3,37.84429419458737,236.20128502685358
Sault Ste. Marie,2022-09-02,1.8500000000000003,120,21.2,0.0,54.0,210.0
Sault Ste. Marie,2022-09-03,1.1333333333333335,90,16.9,1.2,38.0,70.0
Sault Ste. Marie,2022-09-04,0.9291666666666667,44,12.6,0.4,36.0,80.0
Sault Ste. Marie,2022-09-05,1.2208333333333332,57,14.3,0.2,37.498831678765775,186.83118104642006
Sault Ste. Marie,2022-09-06,3.0,76,15.5,0.0,37.17077616763104,212.58229231124886
Sault Ste. Marie,2022-09-07,2.9874999999999994,65,15.4,0.0,37.08144601627116,206.10288784457452
Sault Ste. Marie,2022-09-08,2.1625,86,18.0,0.0,36.86776449987305,207.56680164266592
Sault Ste. Marie,2022-09-09,2.6875,131,19.9,0.0,32.0,200.0
Sault Ste. Marie,2022-09-10,1.7625,106,15.8,0.0,37.57867530684797,220.2169867194974
Sault Ste. Marie,2022-09-11,0.7333333333333334,97,17.3,0.4,37.447557500569125,202.6463006430319
Sault Ste. Marie,2022-09-12,1.2791666666666668,104,17.4,4.4,38.960186025125516,208.3984225414256
Sault Ste. Marie,2022-09-13,2.4916666666666667,120,17.2,0.8,37.66033262275187,232.4448274649855
Sault Ste. Marie,2022-09-14,1.6291666666666667,77,11.7,0.6,38.35934346433851,207.54178172587362
Sault Ste. Marie,2022-09-15,1.3500000000000003,131,12.3,23.9,35.0,150.0
Sault Ste. Marie,2022-09-16,1.1291666666666667,121,15.5,6.0,34.0,130.0
Sault Ste. Marie,2022-09-17,1.7416666666666665,105,20.5,5.0,38.50810789773035,207.36139039286456
Sault Ste. Marie,2022-09-18,3.141666666666667,109,20.4,0.0,36.507068685107875,226.65145678943082
Sault Ste. Marie,2022-09-19,1.7874999999999999,95,15.0,0.0,34.0,330.0
Sault Ste. Marie,2022-09-20,3.1333333333333333,105,17.8,0.0,36.99522630256971,228.22151015703656
Sault Ste. Marie,2022-09-21,2.2583333333333333,103,14.0,11.5,52.0,310.0
Sault Ste. Marie,2022-09-22,1.7458333333333336,99,6.8,1.0,42.0,330.0
Sault Ste. Marie,2022-09-23,3.6458333333333335,102,9.3,0.1,38.685713480471605,245.06684845265366
Sault Ste. Marie,2022-09-24,1.679166666666667,88,11.1,1.4,38.89960678451983,215.294003408446
Sault Ste. Marie,2022-09-25,1.3166666666666667,110,11.2,7.6,41.51844378187167,220.76936061738652
Sault Ste. Marie,2022-09-26,2.3041666666666667,105,12.5,3.1,34.0,350.0
Sault Ste. Marie,2022-09-27,0.9625,113,9.1,0.4,37.0,350.0
Sault Ste. Marie,2022-09-28,1.8791666666666667,81,6.3,0.9,39.59586018636895,221.12374292705755
Sault Ste. Marie,2022-09-29,3.1,84,8.8,0.0,38.620883557231785,229.8204233904052
Sault Ste. Marie,2022-09-30,3.629166666666667,58,11.2,0.0,37.78899153452616,214.16803295571032
Sault Ste. Marie,2022-10-01,1.754166666666667,82,11.9,0.2,38.0,80.0
Sault Ste. Marie,2022-10-02,2.629166666666667,34,7.9,0.0,31.0,90.0
Sault Ste. Marie,2022-10-03,4.133333333333333,69,10.1,0.0,38.07020534957473,227.18989757284362
Sault Ste. Marie,2022-10-04,5.625,112,13.1,0.0,37.741239330744904,262.4080712807261
Sault Ste. Marie,2022-10-05,3.591666666666667,95,15.4,0.0,37.33329077572741,230.37908537662008
Sault Ste. Marie,2022-10-06,2.65,93,9.3,3.0,45.0,20.0
Sault Ste. Marie,2022-10-07,2.1374999999999997,106,3.2,0.2,33.0,340.0
Sault Ste. Marie,2022-10-08,5.879166666666666,89,6.9,0.0,36.0,250.0
Sault Ste. Marie,2022-10-09,2.125,42,4.6,0.0,39.153145197961315,202.20742717162676
Sault Ste. Marie,2022-10-10,2.5208333333333335,37,5.0,0.0,38.97035690206402,201.83704109566645
Sault Ste. Marie,2022-10-11,2.6125000000000003,68,11.3,0.1,32.0,200.0
Sault Ste. Marie,2022-10-12,4.504166666666666,77,10.2,16.6,47.0,290.0
Sault Ste. Marie,2022-10-13,5.537499999999999,100,7.5,6.2,41.138806656059,258.8140794433343
Sault Ste. Marie,2022-10-14,3.9875000000000003,116,5.8,2.9,42.0,200.0
Sault Ste. Marie,2022-10-15,4.370833333333334,71,5.5,6.0,40.0,260.0
Sault Ste. Marie,2022-10-16,4.116666666666667,57,5.5,2.1,39.69017551238278,225.69211145716275
Sault Ste. Marie,2022-10-17,0.8583333333333333,91,4.6,0.3,45.0,10.0
Sault Ste. Marie,2022-10-18,1.0416666666666667,67,4.4,5.7,53.0,30.0
Sault Ste. Marie,2022-10-19,3.4666666666666663,29,1.8,19.6,44.0,330.0
Sault Ste. Marie,2022-10-20,5.266666666666667,43,3.1,1.9,39.81650979360531,230.91036939406715
Sault Ste. Marie,2022-10-21,7.029166666666666,48,9.5,0.0,44.0,200.0
Sault Ste. Marie,2022-10-22,3.508333333333333,19,9.2,0.0,32.0,110.0
Sault Ste. Marie,2022-10-23,2.7541666666666664,15,14.7,0.0,36.71400952573949,173.60104406037343
Sault Ste. Marie,2022-10-24,3.345833333333333,45,15.1,0.1,33.0,110.0
Sault Ste. Marie,2022-10-25,4.758333333333334,45,11.5,14.8,33.0,340.0
Sault Ste. Marie,2022-10-26,2.129166666666667,31,5.9,11.3,47.0,310.0
Sault Ste. Marie,2022-10-27,5.804166666666667,31,5.7,0.3,38.484516796647554,225.16867456041518
Sault Ste. Marie,2022-10-28,3.9875000000000003,36,6.7,0.0,38.43359006565191,210.97624134919846
Sault Ste. Marie,2022-10-29,4.445833333333333,31,8.6,0.0,37.93541685364884,208.62361394226008
Sault Ste. Marie,2022-10-30,4.279166666666667,25,8.5,0.0,37.91458949771955,203.74638716816753
Sault Ste. Marie,2022-10-31,5.0625,31,9.6,0.0,37.66079653348235,212.5508327373089
Sault Ste. Marie,2022-11-01,9.0625,23,10.0,0.0,37.01973155098207,241.85962634018998
Sault Ste. Marie,2022-11-02,3.8833333333333333,10,10.6,0.0,37.36854894171235,187.2451507942684
Sault Ste. Marie,2022-11-03,4.629166666666666,15,12.3,0.0,38.0,230.0
Sault Ste. Marie,2022-11-04,3.6208333333333336,50,12.3,12.9,40.0,220.0
Sault Ste. Marie,2022-11-05,2.033333333333333,12,10.5,24.5,66.0,190.0
Sault Ste. Marie,2022-11-06,2.695833333333333,14,9.0,0.0,50.0,210.0
Sault Ste. Marie,2022-11-07,3.420833333333334,16,4.6,0.2,53.0,320.0
Sault Ste. Marie,2022-11-08,2.2541666666666664,18,0.9,0.1,34.0,110.0
Sault Ste. Marie,2022-11-09,3.566666666666666,19,7.4,20.5,38.0,140.0
Sault Ste. Marie,2022-11-10,6.383333333333334,21,14.5,7.9,42.0,210.0
Sault Ste. Marie,2022-11-11,3.025,33,8.3,2.0,37.0,300.0
Sault Ste. Marie,2022-11-12,1.1166666666666665,19,0.0,0.9,35.0,320.0
Sault Ste. Marie,2022-11-13,1.9958333333333333,10,-2.4,0.1,40.298995924790866,192.5509509824925
Sault Ste. Marie,2022-11-14,3.408333333333333,16,-1.5,0.1,40.011912488237684,207.20507380747893
Sault Ste. Marie,2022-11-15,1.1583333333333334,24,-2.2,0.6,34.0,60.0
Sault Ste. Marie,2022-11-16,1.5375000000000003,19,-3.6,0.1,40.69653613464029,196.25404091958393
Sault Ste. Marie,2022-11-17,4.0125,20,-4.4,0.1,40.57189018026461,219.49861325321547
