Station,Date,NO2_Mean,Traffic_Count,Temp,Precip,Wind_Gust,Wind_Dir
Toronto Downtown,2022-04-07,18.041666666666668,357,8.0,2.1,41.0,50.0
Toronto Downtown,2022-04-08,16.645833333333332,355,5.5,0.4,45.0,210.0
Toronto Downtown,2022-04-09,11.737500000000002,363,5.2,0.5,45.0,280.0
Toronto Downtown,2022-04-10,7.4624999999999995,363,5.7,1.9335222108709247,58.0,300.0
Toronto Downtown,2022-04-11,21.583333333333332,333,4.9,0.4,50.0,60.0
Toronto Downtown,2022-04-12,19.027272727272727,394,10.3,0.0,41.0,310.0
Toronto Downtown,2022-04-13,24.039130434782614,359,9.6,2.9,48.0,60.0
Toronto Downtown,2022-04-14,11.852173913043476,386,9.8,0.2,61.0,310.0
Toronto Downtown,2022-04-15,5.3130434782608695,363,8.3,0.7,91.0,250.0
Toronto Downtown,2022-04-16,7.578260869565218,352,4.0,1.8987636313397522,59.0,300.0
Toronto Downtown,2022-04-17,6.978260869565218,358,4.2,0.0,55.0,300.0
Toronto Downtown,2022-04-18,11.517391304347825,312,3.0,11.7,65.0,60.0
Toronto Downtown,2022-04-19,11.230434782608697,345,4.6,2.0,78.0,300.0
Toronto Downtown,2022-04-20,10.034782608695652,372,6.0,0.0,46.0,320.0
Toronto Downtown,2022-04-21,10.095652173913043,388,10.5,4.7,54.0,270.0
Toronto Downtown,2022-04-22,14.895652173913044,380,7.3,0.0,37.0,310.0
Toronto Downtown,2022-04-23,7.3826086956521735,350,7.5,0.0,68.0,40.0
Toronto Downtown,2022-04-24,9.647826086956522,365,9.9,0.0,68.0,60.0
Toronto Downtown,2022-04-25,28.530434782608694,372,10.8,10.4,55.0,290.0
Toronto Downtown,2022-04-26,12.35217391304348,371,7.0,1.6,54.0,310.0
Toronto Downtown,2022-04-27,10.447826086956523,347,3.1,0.0,58.0,300.0
Toronto Downtown,2022-04-28,15.456521739130435,359,5.4,0.0,54.0,300.0
Toronto Downtown,2022-04-29,19.847826086956523,373,6.5,0.0,37.0,330.0
Toronto Downtown,2022-04-30,10.704347826086956,367,9.0,0.0,45.0,40.0
Toronto Downtown,2022-05-01,6.947826086956522,356,7.9,1.4,61.0,60.0
Toronto Downtown,2022-05-02,19.491304347826087,371,8.7,0.0,43.20529260387051,175.55480898148312
Toronto Downtown,2022-05-03,15.41304347826087,349,9.4,11.9,63.0,50.0
Toronto Downtown,2022-05-04,8.547826086956523,414,13.7,4.1,54.0,320.0
Toronto Downtown,2022-05-05,18.391304347826086,371,9.8,0.0,35.0,40.0
Toronto Downtown,2022-05-06,14.91304347826087,365,10.3,0.0,63.0,50.0
Toronto Downtown,2022-05-07,7.873913043478262,367,10.2,0.0,68.0,50.0
Toronto Downtown,2022-05-08,7.891304347826087,382,10.9,0.0,46.0,50.0
Toronto Downtown,2022-05-09,11.708695652173914,393,13.3,0.0,48.0,60.0
Toronto Downtown,2022-05-10,14.117391304347825,391,13.5,0.0,52.0,60.0
Toronto Downtown,2022-05-11,35.1,291,13.3,0.0,37.0,60.0
Toronto Downtown,2022-05-12,26.134782608695648,191,5.5004129513738285,0.0,37.0,60.0
Toronto Downtown,2022-05-13,29.865217391304352,235,5.459174731269044,0.0,35.0,70.0
Toronto Downtown,2022-05-14,21.643478260869564,226,15.9,0.0,37.0,60.0
Toronto Downtown,2022-05-15,15.917391304347827,177,17.4,0.0,35.0,310.0
Toronto Downtown,2022-05-16,9.386956521739132,252,15.8,5.0,54.0,310.0
Toronto Downtown,2022-05-17,6.339130434782609,267,13.0,0.0,59.0,310.0
Toronto Downtown,2022-05-18,17.604347826086954,283,10.2,0.0,33.0,50.0
Toronto Downtown,2022-05-19,15.682608695652176,188,13.3,3.7,41.0,60.0
Toronto Downtown,2022-05-20,11.991304347826086,373,16.3,0.0,42.0,60.0
Toronto Downtown,2022-05-21,9.104347826086956,352,-0.7916473539709656,3.5,89.0,290.0
Toronto Downtown,2022-05-22,8.81304347826087,154,3.0168617220943617,0.8,63.0,320.0
Toronto Downtown,2022-05-23,9.517391304347827,213,12.699278585374419,0.0,33.0,320.0
Toronto Downtown,2022-05-24,13.021739130434785,272,11.9,0.0,41.0,60.0
Toronto Downtown,2022-05-25,8.569565217391306,332,9.596484232888727,0.0,54.0,50.0
Toronto Downtown,2022-05-26,10.782608695652174,391,14.561275304488335,0.1,37.0,200.0
Toronto Downtown,2022-05-27,9.778260869565218,268,12.809485463445696,2.4,37.0,320.0
Toronto Downtown,2022-05-28,6.782608695652174,254,11.765339687296999,0.0,42.0,320.0
Toronto Downtown,2022-05-29,16.782608695652176,167,9.806257206673806,0.0,33.0,60.0
Toronto Downtown,2022-05-30,18.55217391304348,210,9.977220323314967,0.0,32.0,150.0
Toronto Downtown,2022-05-31,22.243478260869562,220,7.859693507209904,0.0,35.0,150.0
Toronto Downtown,2022-06-01,18.360869565217396,280,18.8,4.1,61.0,50.0
Toronto Downtown,2022-06-02,13.943478260869567,319,16.1,0.0,42.0,310.0
Toronto Downtown,2022-06-03,13.55217391304348,199,3.4622798504251513,0.5,58.0,330.0
Toronto Downtown,2022-06-04,7.221739130434783,198,15.0,0.0,59.0,320.0
Toronto Downtown,2022-06-05,12.630434782608695,159,14.7,0.2,39.0,230.0
Toronto Downtown,2022-06-06,12.743478260869564,270,15.1,8.4,50.0,50.0
Toronto Downtown,2022-06-07,7.726086956521739,176,17.3,21.2,54.0,310.0
Toronto Downtown,2022-06-08,13.460869565217392,227,16.8,2.1,32.0,310.0
Toronto Downtown,2022-06-09,13.421739130434782,311,17.0,7.7,54.0,280.0
Toronto Downtown,2022-06-10,11.460869565217392,194,18.3,0.0,50.0,270.0
Toronto Downtown,2022-06-11,10.817391304347826,249,18.1,0.0,46.0,220.0
Toronto Downtown,2022-06-12,8.282608695652174,184,19.4,1.1,39.0,310.0
Toronto Downtown,2022-06-13,13.85217391304348,223,16.4,0.0,32.0,330.0
Toronto Downtown,2022-06-14,16.57826086956522,243,6.8710863527488115,2.0537214945762,47.69502375324255,182.45233749820153
Toronto Downtown,2022-06-15,14.73913043478261,355,19.5,0.0,46.0,60.0
Toronto Downtown,2022-06-16,16.430434782608696,311,23.9,0.0,59.0,300.0
Toronto Downtown,2022-06-17,8.373913043478261,320,20.4,6.568356670794195,85.0,300.0
Toronto Downtown,2022-06-18,4.621739130434783,373,15.9,0.0,68.0,310.0
Toronto Downtown,2022-06-19,6.191304347826086,314,16.9,0.0,52.0,300.0
Toronto Downtown,2022-06-20,11.895652173913044,285,16.8,0.0,37.0,200.0
Toronto Downtown,2022-06-21,25.186956521739127,307,20.9,0.0,33.0,50.0
Toronto Downtown,2022-06-22,24.934782608695652,269,25.0,0.0,63.0,320.0
Toronto Downtown,2022-06-23,9.73913043478261,290,20.9,0.0,39.0,320.0
Toronto Downtown,2022-06-24,13.252173913043476,312,20.4,0.0,33.0,330.0
Toronto Downtown,2022-06-25,16.09473684210526,333,21.2,0.0,37.0,60.0
Toronto Downtown,2022-06-26,10.0,354,21.9,0.2,58.0,330.0
Toronto Downtown,2022-06-27,9.152173913043478,447,17.6,0.0,58.0,310.0
Toronto Downtown,2022-06-28,9.930434782608696,340,16.8,0.0,37.0,310.0
Toronto Downtown,2022-06-29,20.647826086956524,441,17.0,2.2,32.0,320.0
Toronto Downtown,2022-06-30,21.882608695652173,343,17.1,0.0,41.0,60.0
Toronto Downtown,2022-07-01,16.12608695652174,417,21.1,2.3,37.0,320.0
Toronto Downtown,2022-07-02,9.243478260869566,360,21.4,0.0,54.0,300.0
Toronto Downtown,2022-07-03,10.678260869565218,303,20.0,0.0,37.0,330.0
Toronto Downtown,2022-07-04,18.543478260869566,245,19.3,0.0,33.0,60.0
Toronto Downtown,2022-07-05,16.565217391304348,257,5.400680293052204,6.8,55.0,320.0
Toronto Downtown,2022-07-06,9.834782608695651,306,15.018886459315965,0.0,33.0,30.0
Toronto Downtown,2022-07-07,13.369565217391305,609,15.184450225386934,0.0,44.57486916743828,211.91687399976672
Toronto Downtown,2022-07-08,15.508695652173914,912,18.089287520599047,0.0,52.0,30.0
Toronto Downtown,2022-07-09,8.208695652173914,223,8.99633676639046,0.0,50.0,40.0
Toronto Downtown,2022-07-10,9.878260869565217,213,6.8292527661597475,0.0,52.94245775201678,221.23875209989438
Toronto Downtown,2022-07-11,13.208695652173914,239,20.7,3.3,74.0,240.0
Toronto Downtown,2022-07-12,9.226086956521739,156,3.4546983031647436,0.4,61.0,310.0
Toronto Downtown,2022-07-13,10.791304347826086,460,12.736125062286895,0.0,46.0,330.0
Toronto Downtown,2022-07-14,11.495652173913046,309,8.760785451021828,0.0,50.28997518996192,215.00441272903868
Toronto Downtown,2022-07-15,17.86521739130435,310,20.3,0.0,38.34362133066843,171.3877224261322
Toronto Downtown,2022-07-16,15.152173913043478,335,22.6,0.0,39.40935414885131,184.67729826073753
Toronto Downtown,2022-07-17,11.369565217391305,243,22.6,0.0,39.0,50.0
Toronto Downtown,2022-07-18,9.621739130434783,303,13.004150454423861,25.2,52.0,310.0
Toronto Downtown,2022-07-19,14.799999999999999,349,9.29733114821524,0.0,46.0,300.0
Toronto Downtown,2022-07-20,10.904347826086957,373,11.281781695260214,0.0,46.0,270.0
Toronto Downtown,2022-07-21,10.756521739130434,334,9.626579330126447,2.350234148225999,51.21858492944062,213.74771158837504
Toronto Downtown,2022-07-22,14.64782608695652,663,24.4,0.0,41.0,290.0
Toronto Downtown,2022-07-23,9.213043478260868,344,22.0,0.0,42.0,190.0
Toronto Downtown,2022-07-24,7.104347826086956,288,21.4,12.8,42.0,300.0
Toronto Downtown,2022-07-25,8.747826086956522,301,18.2,0.0,59.0,300.0
Toronto Downtown,2022-07-26,17.921739130434784,432,17.9,0.0,33.0,150.0
Toronto Downtown,2022-07-27,18.317391304347826,549,19.9,0.0,37.7444444645367,179.2532078940702
Toronto Downtown,2022-07-28,16.204347826086956,475,23.1,0.2,55.0,300.0
Toronto Downtown,2022-07-29,11.730434782608697,406,20.6,0.0,48.0,300.0
Toronto Downtown,2022-07-30,8.243478260869566,460,19.5,0.0,42.0,300.0
Toronto Downtown,2022-07-31,10.156521739130435,393,21.1,0.0,33.0,150.0
Toronto Downtown,2022-08-01,10.404347826086957,269,20.8,3.7,41.0,200.0
Toronto Downtown,2022-08-02,8.417391304347827,313,22.1,0.0,50.0,310.0
Toronto Downtown,2022-08-03,14.182608695652174,333,20.6,0.2,46.0,300.0
Toronto Downtown,2022-08-04,16.569565217391304,370,22.7,14.2,55.0,310.0
Toronto Downtown,2022-08-05,14.14782608695652,303,23.7,0.0,39.73992670332156,187.6708262125745
Toronto Downtown,2022-08-06,10.418181818181818,423,24.8,0.0,42.19001450802463,211.2968916786097
Toronto Downtown,2022-08-07,7.234782608695651,507,25.1,0.0,39.0,180.0
Toronto Downtown,2022-08-08,9.9,670,23.2,0.8,50.0,300.0
Toronto Downtown,2022-08-09,7.4409090909090905,545,20.7,0.0,52.0,320.0
Toronto Downtown,2022-08-10,12.904347826086955,462,20.6,0.0,42.25726028438941,203.52023702439317
Toronto Downtown,2022-08-11,8.030434782608696,295,21.9,0.0,54.0,310.0
Toronto Downtown,2022-08-12,9.117391304347827,284,21.8,0.0,50.0,320.0
Toronto Downtown,2022-08-13,15.56086956521739,426,19.4,0.0,32.0,150.0
Toronto Downtown,2022-08-14,10.008695652173913,339,21.3,0.0,35.0,50.0
Toronto Downtown,2022-08-15,14.269565217391303,255,22.9,0.0,42.0,40.0
Toronto Downtown,2022-08-16,10.930434782608694,184,22.6,0.0,42.0,30.0
Toronto Downtown,2022-08-17,15.61304347826087,793,23.4,0.0,37.0,60.0
Toronto Downtown,2022-08-18,14.965217391304344,373,23.3,0.0,39.0,310.0
Toronto Downtown,2022-08-19,16.934782608695652,370,23.2,0.0,39.0,190.0
Toronto Downtown,2022-08-20,16.22608695652174,296,23.5,1.2,39.0,280.0
Toronto Downtown,2022-08-21,9.51304347826087,465,22.6,10.6,54.0,220.0
Toronto Downtown,2022-08-22,12.013043478260867,349,22.3,40.0,35.0,60.0
Toronto Downtown,2022-08-23,8.547826086956523,311,24.8,0.0,46.0,310.0
Toronto Downtown,2022-08-24,12.378260869565217,387,22.8,0.0,32.0,330.0
Toronto Downtown,2022-08-25,9.747826086956522,540,21.7,1.5,41.0,50.0
Toronto Downtown,2022-08-26,8.560869565217391,493,22.2,0.0,55.0,320.0
Toronto Downtown,2022-08-27,9.28695652173913,288,18.6,0.0,39.0,40.0
Toronto Downtown,2022-08-28,8.956521739130435,423,22.4,0.0,33.0,50.0
Toronto Downtown,2022-08-29,8.039130434782608,558,24.7,0.0,42.0,200.0
Toronto Downtown,2022-08-30,10.391304347826088,551,22.3,3.5,55.0,290.0
Toronto Downtown,2022-08-31,8.626086956521739,374,21.8,0.0,63.0,280.0
Toronto Downtown,2022-09-01,11.717391304347826,258,17.7,0.0,45.0,310.0
Toronto Downtown,2022-09-02,19.61304347826087,225,20.4,0.0,35.0,60.0
Toronto Downtown,2022-09-03,9.954545454545453,276,23.7,0.0,39.0,330.0
Toronto Downtown,2022-09-04,5.608695652173913,382,19.2,0.0,46.0,40.0
Toronto Downtown,2022-09-05,7.386956521739131,268,18.2,0.0,52.0,40.0
Toronto Downtown,2022-09-06,9.743478260869566,262,19.3,0.0,45.0,40.0
Toronto Downtown,2022-09-07,12.182608695652176,495,19.8,0.0,43.27246713196121,209.387153098448
Toronto Downtown,2022-09-08,17.669565217391302,385,19.9,0.0,38.60278266078079,175.87338219318212
Toronto Downtown,2022-09-09,20.42173913043478,353,20.4,0.0,32.0,50.0
Toronto Downtown,2022-09-10,15.043478260869565,278,22.8,0.0,33.0,140.0
Toronto Downtown,2022-09-11,14.86521739130435,308,8.525126191899435,2.0937165763700794,48.18314751574758,192.61113598053169
Toronto Downtown,2022-09-12,10.73913043478261,378,21.4,4.3,39.0,50.0
Toronto Downtown,2022-09-13,18.969565217391303,495,17.8,0.0,45.0,220.0
Toronto Downtown,2022-09-14,11.52608695652174,491,19.2,0.0,54.0,310.0
Toronto Downtown,2022-09-15,9.595238095238095,433,14.5,0.0,41.0,40.0
Toronto Downtown,2022-09-16,13.095833333333333,522,17.8,0.0,63.0,40.0
Toronto Downtown,2022-09-17,11.262499999999998,492,19.6,0.0,45.0,60.0
Toronto Downtown,2022-09-18,11.1625,397,22.8,3.5,33.0,310.0
Toronto Downtown,2022-09-19,11.125,352,22.1,0.0,63.0,310.0
Toronto Downtown,2022-09-20,15.0875,282,21.2,0.0,45.0,320.0
Toronto Downtown,2022-09-21,13.658333333333333,395,21.0,0.0,72.0,320.0
Toronto Downtown,2022-09-22,5.904166666666666,443,13.9,0.0,68.0,300.0
Toronto Downtown,2022-09-23,6.320833333333333,365,11.9,0.0,58.0,320.0
Toronto Downtown,2022-09-24,12.166666666666666,321,12.5,0.0,47.61921334422747,208.68408635757615
Toronto Downtown,2022-09-25,9.879166666666668,270,15.6,22.7,39.0,230.0
Toronto Downtown,2022-09-26,8.158333333333333,403,14.5,5.5,61.0,280.0
Toronto Downtown,2022-09-27,16.320833333333333,450,13.3,4.9,41.0,310.0
Toronto Downtown,2022-09-28,7.470833333333334,536,12.7,0.0,48.0,320.0
Toronto Downtown,2022-09-29,14.979166666666666,287,10.9,0.0,46.096331958188316,193.88341406172867
Toronto Downtown,2022-09-30,21.120833333333334,299,10.9,0.0,40.69180454891121,162.06256120888997
Toronto Downtown,2022-10-01,12.579166666666666,630,12.9,0.0,63.0,50.0
Toronto Downtown,2022-10-02,7.370833333333333,414,10.8,0.0,55.0,40.0
Toronto Downtown,2022-10-03,11.816666666666668,303,10.3,0.0,35.0,50.0
Toronto Downtown,2022-10-04,27.941666666666663,299,11.6,0.0,34.3273173740013,125.55598061836852
Toronto Downtown,2022-10-05,29.3125,296,13.8,0.0,31.918195523374813,116.28494520004446
Toronto Downtown,2022-10-06,23.766666666666662,379,16.4,0.0,48.0,310.0
Toronto Downtown,2022-10-07,7.295833333333334,459,9.8,0.4,58.0,310.0
Toronto Downtown,2022-10-08,8.85,198,7.9,0.0,52.0,280.0
Toronto Downtown,2022-10-09,8.220833333333333,246,12.1,0.0,42.0,310.0
Toronto Downtown,2022-10-10,8.983333333333333,294,10.4,0.0,32.0,150.0
Toronto Downtown,2022-10-11,24.10833333333333,343,12.1,0.0,37.33370102679778,147.1089940164655
Toronto Downtown,2022-10-12,6.735294117647059,391,16.2,3.5,45.0,140.0
Toronto Downtown,2022-10-13,14.529166666666667,439,11.2,9.8,55.0,210.0
Toronto Downtown,2022-10-14,10.612499999999999,351,9.6,2.2,54.0,250.0
Toronto Downtown,2022-10-15,7.416666666666667,374,10.5,1.2,61.0,240.0
Toronto Downtown,2022-10-16,10.137500000000001,352,10.4,0.0,35.0,50.0
Toronto Downtown,2022-10-17,10.2125,321,7.9,1.0,50.0,210.0
Toronto Downtown,2022-10-18,10.933333333333332,301,5.5,2.4,41.0,210.0
Toronto Downtown,2022-10-19,10.366666666666667,368,10.426734692881773,2.335591226687412,51.05395857897089,216.5371078689057
Toronto Downtown,2022-10-20,14.200000000000001,438,4.8,0.0,46.0,280.0
Toronto Downtown,2022-10-21,15.841666666666669,319,7.4,0.0,47.21323130658729,193.7455611921847
Toronto Downtown,2022-10-22,15.554166666666667,435,12.6,0.0,32.0,60.0
Toronto Downtown,2022-10-23,15.541666666666666,326,11.8,0.0,37.0,70.0
Toronto Downtown,2022-10-24,29.366666666666664,295,11.0,0.0,33.0,70.0
Toronto Downtown,2022-10-25,17.516666666666666,399,12.3,0.0,37.0,60.0
Toronto Downtown,2022-10-26,13.779166666666667,475,10.6,7.1,67.0,320.0
Toronto Downtown,2022-10-27,11.470833333333331,328,7.1,0.0,61.0,310.0
Toronto Downtown,2022-10-28,15.575000000000001,328,7.4,0.0,45.0,60.0
Toronto Downtown,2022-10-29,23.620833333333334,328,7.7,0.0,40.21333019097084,152.92030465499494
Toronto Downtown,2022-10-30,26.733333333333334,328,7.8,0.0,37.430042487937286,136.45437399382305
Toronto Downtown,2022-10-31,29.508333333333336,328,8.6,3.4,33.0,60.0
Toronto Downtown,2022-11-01,25.416666666666668,396,12.1,0.2,45.0,290.0
Toronto Downtown,2022-11-02,31.979166666666668,354,8.4,0.2,32.0,50.0
Toronto Downtown,2022-11-03,21.166666666666668,370,9.075130917022602,1.5735675006441059,42.06907860650005,162.74599094878232
Toronto Downtown,2022-11-04,19.3,404,13.0,0.2,33.0,190.0
Toronto Downtown,2022-11-05,5.170833333333333,426,16.4,1.8,54.0,220.0
Toronto Downtown,2022-11-06,6.060869565217391,411,13.0,0.0,45.0,220.0
Toronto Downtown,2022-11-07,9.883333333333333,384,9.2,0.0,63.0,320.0
Toronto Downtown,2022-11-08,11.833333333333334,356,6.8,0.0,39.0,40.0
Toronto Downtown,2022-11-09,18.858333333333334,357,7.6,0.0,42.0,70.0
Toronto Downtown,2022-11-10,13.329166666666667,406,10.7,0.0,33.0,200.0
Toronto Downtown,2022-11-11,16.995833333333334,270,11.9,8.9,52.0,320.0
Toronto Downtown,2022-11-12,6.995833333333334,241,8.0,0.2,58.0,300.0
Toronto Downtown,2022-11-13,8.0625,198,2.6,0.0,52.0,310.0
Toronto Downtown,2022-11-14,15.758333333333333,236,2.7,0.0,39.0,320.0
Toronto Downtown,2022-11-15,16.195833333333333,335,1.6,5.5,63.0,70.0
Toronto Downtown,2022-11-16,21.766666666666666,193,1.0,3.4,39.0,60.0
Toronto Downtown,2022-11-17,17.483333333333334,326,0.7,0.0,54.0,310.0
Toronto Downtown,2022-11-18,13.383333333333333,252,1.3,0.0,58.0,260.0
Toronto Downtown,2022-11-19,8.35,194,-1.3,0.0,61.0,260.0
Toronto Downtown,2022-11-20,8.275,374,-3.1,0.0,68.0,240.0
Toronto Downtown,2022-11-21,12.229166666666666,189,1.6,0.0,71.0,240.0
Toronto Downtown,2022-11-22,28.55,208,2.2,0.0,39.13759811915871,126.84931809456191
Toronto Downtown,2022-11-23,28.8875,301,3.5,0.0,37.960333713101065,127.78055525796007
Toronto Downtown,2022-11-24,31.779166666666665,250,2.4,0.0,36.1225209384441,111.42016841130646
Toronto Downtown,2022-11-25,14.195833333333335,287,5.9,0.7,67.0,310.0
Toronto Downtown,2022-11-26,11.770833333333334,182,5.5,0.0,42.0,220.0
Toronto Downtown,2022-11-27,14.495833333333332,173,4.9,3.9,54.0,40.0
Toronto Downtown,2022-11-28,10.383333333333333,216,2.9,0.0,54.0,320.0
Toronto Downtown,2022-11-29,14.354166666666666,276,4.3,0.0,42.0,60.0
Toronto Downtown,2022-11-30,8.85,295,3.4,19.9,78.0,260.0
Toronto Downtown,2022-12-01,11.845833333333333,165,-0.1,0.0,63.0,290.0
Toronto Downtown,2022-12-02,11.029166666666667,283,3.1,1.9,33.0,200.0
Toronto Downtown,2022-12-03,6.7124999999999995,223,5.2,5.0,87.0,270.0
Toronto Downtown,2022-12-04,8.491666666666667,279,0.5,0.0,52.0,250.0
Toronto Downtown,2022-12-05,12.25,303,3.8,0.0,54.0,230.0
Toronto Downtown,2022-12-06,13.3125,342,5.8,0.0,35.0,50.0
Toronto Downtown,2022-12-07,16.57916666666667,387,7.1,0.0,41.0,320.0
Toronto Downtown,2022-12-08,10.983333333333334,282,2.8,0.0,42.0,320.0
Toronto Downtown,2022-12-09,13.6625,317,-0.1,0.0,61.0,50.0
Toronto Downtown,2022-12-10,9.137500000000001,263,-1.5,0.0,67.0,70.0
Toronto Downtown,2022-12-11,12.833333333333334,168,-0.6,2.7,58.0,50.0
Toronto Downtown,2022-12-12,13.233333333333334,307,-2.7,0.0,37.0,330.0
Toronto Downtown,2022-12-13,28.295833333333334,230,-3.2,0.0,35.0,330.0
Toronto Downtown,2022-12-14,17.054166666666667,342,-2.1,0.0,65.0,70.0
Toronto Downtown,2022-12-15,11.808333333333332,100,1.3,29.0,76.0,70.0
Toronto Downtown,2022-12-16,17.245833333333334,291,2.8,4.3,48.0,70.0
Toronto Downtown,2022-12-17,12.341666666666667,266,0.7,0.0,50.0,280.0
Toronto Downtown,2022-12-18,9.925,204,0.0,0.0,50.0,270.0
Toronto Downtown,2022-12-19,13.429166666666665,249,0.7,0.0,54.0,280.0
Toronto Downtown,2022-12-20,15.35,328,0.1,0.0,41.0,230.0
Toronto Downtown,2022-12-21,22.004166666666663,241,-0.6,0.0,41.0,50.0
